statecode,countycode,v024_numerator,v024_rawvalue,v024_cilow,v024_cihigh,v024_denominator,v024_sourceflag,v024_flag_CT
01,095,5516,0.215,0.1601914893617021,0.26980851063829786,,,
01,097,23306,0.248,0.19557446808510637,0.30042553191489363,,,
01,099,1113,0.27899999999999997,0.16342553191489362,0.3945744680851063,,,
01,101,13820,0.26,0.1980425531914894,0.32195744680851063,,,
01,103,4799,0.168,0.10723404255319148,0.22876595744680855,,,
01,105,823,0.503,0.32308510638297877,0.6829148936170213,,,
01,107,1049,0.303,0.18623404255319148,0.4197659574468085,,,
01,109,2073,0.325,0.23206382978723405,0.41793617021276597,,,
01,111,1179,0.25,0.1511063829787234,0.34889361702127664,,,
01,113,3785,0.267,0.17525531914893616,0.35874468085106387,,,
01,115,2964,0.14300000000000002,0.09057446808510639,0.19542553191489365,,,
01,117,4825,0.094,0.0677872340425532,0.1202127659574468,,,
01,119,1025,0.45399999999999996,0.31697872340425526,0.5910212765957447,,,
01,121,3701,0.228,0.1493617021276596,0.3066382978723404,,,
01,123,1797,0.226,0.13663829787234044,0.31536170212765957,,,
01,125,11299,0.23800000000000002,0.18795744680851065,0.2880425531914894,,,
01,127,3366,0.233,0.1686595744680851,0.2973404255319149,,,
01,129,832,0.262,0.17025531914893616,0.35374468085106386,,,
01,131,1049,0.485,0.3098510638297872,0.6601489361702128,,,
01,133,1130,0.24,0.16374468085106386,0.3162553191489361,,,
02,000,21568,0.125,0.1118936170212766,0.1381063829787234,,,
02,013,35,0.18600000000000003,0.1168936170212766,0.25510638297872346,,,
02,016,20,0.048,0.02893617021276596,0.06706382978723405,,,
02,020,6493,0.099,0.07278723404255319,0.12521276595744682,,,
02,050,2295,0.36200000000000004,0.26787234042553193,0.45612765957446816,,,
02,060,32,0.18,0.10374468085106382,0.2562553191489362,,,
02,063,116,0.079,0.04802127659574468,0.10997872340425532,,,
02,066,136,0.201,0.1187872340425532,0.2832127659574468,,,
02,068,33,0.113,0.06534042553191488,0.16065957446808513,,,
02,070,441,0.313,0.20099999999999996,0.42500000000000004,,,
02,090,1751,0.079,0.04682978723404256,0.11117021276595744,,,
02,100,46,0.131,0.07619148936170214,0.18580851063829787,,,
02,105,101,0.272,0.15761702127659577,0.38638297872340427,,,
02,110,592,0.095,0.06402127659574469,0.1259787234042553,,,
02,122,1612,0.121,0.07691489361702128,0.1650851063829787,,,
02,130,310,0.11699999999999999,0.0693404255319149,0.1646595744680851,,,
02,150,253,0.08800000000000001,0.05106382978723405,0.12493617021276597,,,
02,158,1219,0.365,0.2387021276595745,0.4912978723404255,,,
02,164,99,0.273,0.1598085106382979,0.3861914893617021,,,
02,170,3018,0.105,0.07640425531914893,0.13359574468085106,,,
02,180,743,0.23,0.14063829787234045,0.3193617021276596,,,
02,185,373,0.142,0.08004255319148937,0.2039574468085106,,,
02,188,638,0.23,0.1311063829787234,0.3288936170212766,,,
02,195,75,0.11,0.06472340425531917,0.15527659574468083,,,
02,198,276,0.221,0.13163829787234044,0.31036170212765957,,,
02,220,161,0.106,0.06787234042553193,0.14412765957446805,,,
02,230,15,0.08900000000000001,0.05087234042553192,0.1271276595744681,,,
02,240,252,0.14,0.08161702127659574,0.19838297872340427,,,
02,275,56,0.151,0.090234042553191507,0.21176595744680848,,,
02,282,34,0.26,0.16706382978723405,0.35293617021276597,,,
02,290,343,0.248,0.1431489361702128,0.3528510638297872,,,
04,000,246285,0.158,0.1496595744680851,0.16634042553191491,,,
04,001,5883,0.35700000000000004,0.2759787234042553,0.4380212765957448,,,
04,003,4890,0.196,0.12927659574468087,0.26272340425531915,,,
04,005,5668,0.209,0.16014893617021278,0.2578510638297872,,,
04,007,2753,0.28,0.19778723404255322,0.36221276595744684,,,
04,009,2086,0.204,0.15514893617021278,0.25285106382978717,,,
04,011,235,0.096,0.0614468085106383,0.1305531914893617,,,
04,012,733,0.293,0.19887234042553192,0.38712765957446804,,,
04,013,138167,0.139,0.12708510638297874,0.1509148936170213,,,
04,015,7945,0.22699999999999998,0.15908510638297874,0.2949148936170212,,,
04,017,7726,0.29,0.2280425531914894,0.3519574468085106,,,
04,019,35945,0.179,0.14802127659574468,0.2099787234042553,,,
04,021,12606,0.124,0.09063829787234043,0.15736170212765957,,,
04,023,3517,0.28800000000000003,0.20459574468085107,0.371404255319149,,,
04,025,6316,0.17,0.12353191489361703,0.216468085106383,,,
04,027,11816,0.23,0.17161702127659578,0.28838297872340424,,,
05,000,140145,0.20199999999999999,0.1888936170212766,0.21510638297872336,,,
05,001,857,0.231,0.14282978723404255,0.3191702127659575,,,
05,003,1030,0.252,0.15429787234042555,0.3497021276595744,,,
05,005,1522,0.20600000000000002,0.1464255319148936,0.26557446808510643,,,
05,007,6929,0.09,0.0637872340425532,0.1162127659574468,,,
05,009,1604,0.187,0.11670212765957448,0.2572978723404255,,,
05,011,698,0.287,0.19287234042553195,0.38112765957446804,,,
05,013,149,0.17800000000000002,0.10889361702127659,0.24710638297872345,,,
05,015,1180,0.19399999999999998,0.1201276595744681,0.2678723404255319,,,
05,017,744,0.37200000000000005,0.2302127659574468,0.5137872340425533,,,
05,019,864,0.204,0.11821276595744683,0.28978723404255313,,,
05,021,667,0.223,0.1407872340425532,0.30521276595744684,,,
05,023,964,0.20600000000000002,0.12855319148936167,0.28344680851063836,,,
05,025,325,0.20800000000000002,0.12817021276595741,0.2878297872340426,,,
05,027,1294,0.278,0.19221276595744682,0.3637872340425532,,,
05,029,1070,0.23,0.15612765957446811,0.3038723404255319,,,
05,031,6519,0.231,0.17380851063829786,0.28819148936170214,,,
05,033,2666,0.183,0.11985106382978725,0.24614893617021275,,,
05,035,3674,0.293,0.18695744680851062,0.39904255319148935,,,
05,037,970,0.254,0.15510638297872342,0.3528936170212766,,,
05,039,316,0.26899999999999996,0.16295744680851065,0.37504255319148927,,,
05,041,904,0.35600000000000004,0.23327659574468085,0.47872340425531923,,,
05,043,995,0.278,0.19340425531914893,0.3625957446808511,,,
05,045,4433,0.154,0.11348936170212766,0.19451063829787235,,,
05,047,912,0.237,0.16670212765957448,0.3072978723404255,,,
05,049,642,0.249,0.15248936170212768,0.3455106382978723,,,
05,051,5631,0.294,0.23561702127659573,0.35238297872340424,,,
05,053,544,0.136,0.08238297872340425,0.18961702127659577,,,
05,055,2065,0.191,0.12665957446808507,0.25534042553191494,,,
05,057,1249,0.258,0.1531489361702128,0.3628510638297872,,,
05,059,1346,0.217,0.14074468085106384,0.29325531914893616,,,
05,061,714,0.225,0.13802127659574467,0.31197872340425536,,,
05,063,1633,0.18100000000000002,0.11546808510638298,0.24653191489361706,,,
05,065,598,0.239,0.1484468085106383,0.3295531914893617,,,
05,067,1045,0.32,0.22825531914893615,0.41174468085106386,,,
05,069,4291,0.32,0.2163404255319149,0.4236595744680851,,,
05,071,1213,0.196,0.1221276595744681,0.26987234042553193,,,
05,073,341,0.306,0.19042553191489361,0.42157446808510635,,,
05,075,868,0.245,0.15087234042553194,0.33912765957446805,,,
05,077,651,0.461,0.2906170212765957,0.6313829787234043,,,
05,079,488,0.248,0.1562553191489362,0.3397446808510638,,,
05,081,640,0.253,0.1612553191489362,0.3447446808510638,,,
05,083,1023,0.225,0.14517021276595746,0.3048297872340425,,,
05,085,2166,0.11800000000000001,0.07272340425531915,0.16327659574468087,,,
05,087,852,0.205,0.12397872340425531,0.28602127659574467,,,
05,089,837,0.26,0.1742127659574468,0.3457872340425532,,,
05,091,2659,0.273,0.19317021276595747,0.35282978723404257,,,
05,093,3059,0.311,0.22640425531914893,0.39559574468085107,,,
05,095,575,0.381,0.2463617021276596,0.5156382978723404,,,
05,097,453,0.284,0.1767659574468085,0.39123404255319144,,,
05,099,544,0.31,0.19800000000000004,0.42199999999999993,,,
05,101,349,0.271,0.16495744680851063,0.3770425531914894,,,
05,103,1206,0.253,0.16006382978723405,0.34593617021276596,,,
05,105,446,0.209,0.1267872340425532,0.2912127659574468,,,
05,107,1699,0.452,0.2971063829787234,0.6068936170212766,,,
05,109,605,0.272,0.17191489361702128,0.37208510638297876,,,
05,111,1451,0.271,0.17091489361702128,0.37108510638297876,,,
05,113,1109,0.262,0.17144680851063832,0.3525531914893617,,,
05,115,2355,0.16,0.09923404255319149,0.22076595744680852,,,
05,117,370,0.22399999999999998,0.1370212765957447,0.31097872340425525,,,
05,119,21580,0.237,0.1952978723404255,0.2787021276595745,,,
05,121,1078,0.23600000000000002,0.16093617021276596,0.31106382978723407,,,
05,123,2078,0.456,0.3261276595744681,0.5858723404255319,,,
05,125,3572,0.121,0.08048936170212766,0.16151063829787232,,,
05,127,578,0.266,0.15995744680851062,0.3720425531914894,,,
05,129,440,0.281,0.17614893617021277,0.3858510638297873,,,
05,131,5303,0.177,0.11504255319148937,0.2389574468085106,,,
05,133,1054,0.243,0.16078723404255318,0.3252127659574468,,,
05,135,905,0.254,0.1539148936170213,0.35408510638297874,,,
05,137,644,0.263,0.160531914893617,0.365468085106383,,,
05,139,2130,0.24,0.15659574468085108,0.3234042553191489,,,
05,141,719,0.23800000000000002,0.14506382978723403,0.330936170212766,,,
05,143,8033,0.135,0.09329787234042554,0.1767021276595745,,,
05,145,3498,0.196,0.13761702127659575,0.25438297872340426,,,
05,147,448,0.348,0.21097872340425536,0.48502127659574457,,,
05,149,1081,0.23,0.15374468085106385,0.30625531914893617,,,
06,000,1242302,0.15,0.14523404255319147,0.15476595744680852,,,
06,001,28117,0.09,0.06736170212765957,0.11263829787234042,,,
06,003,49,0.268,0.1691063829787234,0.36689361702127665,,,
06,005,886,0.139,0.08776595744680851,0.1902340425531915,,,
06,007,8618,0.20800000000000002,0.16510638297872338,0.25089361702127666,,,
06,009,1228,0.155,0.10138297872340427,0.20861702127659573,,,
06,011,833,0.142,0.08838297872340425,0.19561702127659572,,,
06,013,25049,0.10099999999999999,0.08074468085106384,0.12125531914893614,,,
06,015,1138,0.21,0.12302127659574466,0.29697872340425535,,,
06,017,2864,0.078,0.04821276595744681,0.10778723404255319,,,
06,019,64163,0.233,0.20440425531914894,0.2615957446808511,,,
06,021,1116,0.151,0.0866595744680851,0.2153404255319149,,,
06,023,4502,0.185,0.12185106382978725,0.24814893617021275,,,
06,025,10997,0.221,0.1566595744680851,0.2853404255319149,,,
06,027,515,0.142,0.08838297872340425,0.19561702127659572,,,
06,029,63566,0.248,0.21940425531914892,0.2765957446808511,,,
06,031,8148,0.203,0.15057446808510638,0.25542553191489364,,,
06,033,3148,0.21600000000000003,0.14093617021276594,0.2910638297872341,,,
06,035,914,0.172,0.1112340425531915,0.23276595744680847,,,
06,037,337451,0.17600000000000002,0.16527659574468082,0.18672340425531922,,,
06,039,10423,0.242,0.1895744680851064,0.29442553191489357,,,
06,041,3840,0.081,0.05717021276595745,0.10482978723404256,,,
06,043,654,0.21899999999999997,0.14870212765957447,0.2892978723404255,,,
06,045,3420,0.188,0.1188936170212766,0.2571063829787234,,,
06,047,18537,0.22699999999999998,0.18172340425531913,0.2722765957446808,,,
06,049,440,0.282,0.1831063829787234,0.38089361702127655,,,
06,051,240,0.107,0.0676808510638298,0.1463191489361702,,,
06,053,21963,0.204,0.17182978723404255,0.23617021276595743,,,
06,055,2325,0.09300000000000001,0.06202127659574468,0.12397872340425534,,,
06,057,2154,0.128,0.0851063829787234,0.1708936170212766,,,
06,059,69728,0.11,0.09212765957446808,0.12787234042553192,,,
06,061,5464,0.061,0.04193617021276595,0.08006382978723404,,,
06,063,575,0.182,0.11408510638297872,0.24991489361702127,,,
06,065,82278,0.141,0.12312765957446808,0.1588723404255319,,,
06,067,48449,0.13699999999999998,0.11197872340425531,0.16202127659574464,,,
06,069,1816,0.10800000000000001,0.07225531914893617,0.14374468085106384,,,
06,071,94927,0.174,0.1525531914893617,0.19544680851063828,,,
06,073,77080,0.11599999999999999,0.09812765957446808,0.1338723404255319,,,
06,075,11654,0.10800000000000001,0.07702127659574468,0.13897872340425535,,,
06,077,33153,0.162,0.13340425531914896,0.19059574468085105,,,
06,079,5643,0.11800000000000001,0.08463829787234042,0.1513617021276596,,,
06,081,9726,0.071,0.05431914893617022,0.08768085106382977,,,
06,083,16281,0.17,0.13544680851063828,0.20455319148936174,,,
06,085,27203,0.07400000000000001,0.05851063829787234,0.08948936170212768,,,
06,087,6466,0.14,0.10425531914893617,0.17574468085106387,,,
06,089,6049,0.16,0.1087659574468085,0.2112340425531915,,,
06,091,77,0.14800000000000002,0.09319148936170213,0.2028085106382979,,,
06,093,1796,0.21600000000000003,0.14808510638297873,0.2839148936170213,,,
06,095,11313,0.11800000000000001,0.08940425531914893,0.14659574468085107,,,
06,097,8454,0.095,0.06521276595744682,0.12478723404255318,,,
06,099,22898,0.159,0.12563829787234043,0.19236170212765957,,,
06,101,4589,0.192,0.1407659574468085,0.2432340425531915,,,
06,103,3166,0.207,0.14146808510638298,0.272531914893617,,,
06,105,787,0.295,0.18300000000000002,0.4069999999999999,,,
06,107,32284,0.23199999999999998,0.19506382978723408,0.2689361702127659,,,
06,109,1245,0.136,0.08357446808510638,0.18842553191489364,,,
06,111,22395,0.128,0.10297872340425532,0.1530212765957447,,,
06,113,4936,0.11599999999999999,0.07906382978723406,0.15293617021276593,,,
06,115,4572,0.2,0.14519148936170212,0.2548085106382979,,,
08,000,129751,0.109,0.09946808510638297,0.11853191489361703,,,
08,001,16342,0.128,0.09702127659574467,0.15897872340425534,,,
08,003,1022,0.26,0.1694468085106383,0.3505531914893617,,,
08,005,18933,0.132,0.10697872340425532,0.1570212765957447,,,
08,007,416,0.18,0.10731914893617023,0.25268085106382976,,,
08,009,218,0.29100000000000004,0.18734042553191488,0.3946595744680852,,,
08,011,244,0.27399999999999997,0.1667659574468085,0.38123404255319143,,,
08,013,4271,0.078,0.051787234042553185,0.10421276595744682,,,
08,014,768,0.051,0.030744680851063834,0.07125531914893615,,,
08,015,340,0.115,0.06853191489361701,0.161468085106383,,,
08,017,82,0.196,0.11736170212765958,0.27463829787234045,,,
08,019,135,0.113,0.06772340425531914,0.15827659574468086,,,
08,021,427,0.22699999999999998,0.13406382978723402,0.31993617021276594,,,
08,023,246,0.37200000000000005,0.22068085106382979,0.5233191489361704,,,
08,025,194,0.318,0.18931914893617022,0.4466808510638298,,,
08,027,185,0.223,0.13602127659574467,0.30997872340425536,,,
08,029,1051,0.179,0.10870212765957447,0.2492978723404255,,,
08,031,17526,0.141,0.1016808510638298,0.18031914893617018,,,
08,033,66,0.161,0.09546808510638298,0.22653191489361701,,,
08,035,2694,0.031,0.020276595744680853,0.041723404255319146,,,
08,037,775,0.073,0.043212765957446816,0.10278723404255317,,,
08,039,420,0.07,0.04378723404255319,0.09621276595744682,,,
08,041,14770,0.08800000000000001,0.06059574468085106,0.11540425531914895,,,
08,043,1552,0.203,0.13508510638297871,0.2709148936170213,,,
08,045,1559,0.105,0.06329787234042554,0.14670212765957447,,,
08,047,73,0.09699999999999999,0.057680851063829794,0.1363191489361702,,,
08,049,222,0.09300000000000001,0.056063829787234044,0.129936170212766,,,
08,051,242,0.091,0.05406382978723404,0.12793617021276596,,,
08,053,17,0.17300000000000001,0.10270212765957447,0.24329787234042555,,,
08,055,319,0.306,0.18327659574468086,0.42872340425531913,,,
08,057,37,0.157,0.09265957446808512,0.22134042553191488,,,
08,059,7633,0.075,0.05236170212765957,0.09763829787234042,,,
08,061,59,0.182,0.10931914893617022,0.25468085106382976,,,
08,063,288,0.163,0.09270212765957449,0.23329787234042554,,,
08,065,239,0.163,0.097468085106383,0.22853191489361702,,,
08,067,1229,0.13,0.08948936170212766,0.17051063829787233,,,
08,069,5078,0.077,0.051978723404255314,0.10202127659574468,,,
08,071,594,0.239,0.1401063829787234,0.33789361702127657,,,
08,073,186,0.172,0.10289361702127661,0.24110638297872336,,,
08,075,576,0.157,0.09146808510638298,0.222531914893617,,,
08,077,4195,0.134,0.08753191489361703,0.18046808510638299,,,
08,079,21,0.171,0.10070212765957445,0.24129787234042557,,,
08,081,446,0.139,0.08299999999999999,0.19500000000000003,,,
08,083,1163,0.215,0.12563829787234043,0.30436170212765956,,,
08,085,1241,0.14300000000000002,0.08223404255319149,0.20376595744680853,,,
08,087,1136,0.149,0.09419148936170214,0.20380851063829786,,,
08,089,1108,0.27,0.1758723404255319,0.36412765957446813,,,
08,091,63,0.09300000000000001,0.056063829787234044,0.129936170212766,,,
08,093,282,0.11,0.06591489361702127,0.15408510638297873,,,
08,095,179,0.162,0.09885106382978724,0.22514893617021275,,,
08,097,126,0.053,0.03155319148936171,0.07444680851063828,,,
08,099,736,0.248,0.15387234042553188,0.3421276595744681,,,
08,101,6167,0.17300000000000001,0.11223404255319148,0.23376595744680856,,,
08,103,171,0.114,0.06872340425531914,0.15927659574468087,,,
08,105,548,0.245,0.17112765957446807,0.3188723404255319,,,
08,107,250,0.059000000000000004,0.03517021276595744,0.08282978723404257,,,
08,109,381,0.303,0.17431914893617023,0.43168085106382975,,,
08,111,18,0.2,0.11897872340425533,0.2810212765957447,,,
08,113,101,0.083,0.04963829787234043,0.11636170212765959,,,
08,115,100,0.22699999999999998,0.13644680851063828,0.3175531914893617,,,
08,117,338,0.07200000000000001,0.04340425531914893,0.10059574468085108,,,
08,119,465,0.12,0.0723404255319149,0.1676595744680851,,,
08,121,198,0.179,0.10631914893617023,0.25168085106382976,,,
08,123,8850,0.099,0.06802127659574467,0.12997872340425534,,,
08,125,446,0.162,0.09765957446808513,0.22634042553191489,,,
09,000,92619,0.13,0.11927659574468084,0.14072340425531915,,,
09,001,,,,,,,U
09,003,,,,,,,U
09,005,,,,,,,U
09,007,,,,,,,U
09,009,,,,,,,U
09,011,,,,,,,U
09,013,,,,,,,U
09,015,,,,,,,U
09,110,22830,0.11900000000000001,0.09636170212765958,0.14163829787234045,,,A
09,120,9758,0.138,0.09987234042553192,0.1761276595744681,,,A
09,130,2165,0.076,0.05097872340425532,0.10102127659574467,,,A
09,140,15490,0.171,0.13882978723404257,0.20317021276595745,,,A
09,150,1803,0.105,0.06687234042553192,0.14312765957446807,,,A
09,160,1909,0.09699999999999999,0.06363829787234043,0.13036170212765955,,,A
09,170,17953,0.165,0.1316382978723404,0.1983617021276596,,,A
09,180,8625,0.165,0.1304468085106383,0.1995531914893617,,,A
09,190,12086,0.091,0.07312765957446808,0.10887234042553191,,,A
10,000,32159,0.154,0.13851063829787233,0.16948936170212767,,,
10,001,6854,0.162,0.1143404255319149,0.2096595744680851,,,
10,003,17520,0.146,0.11978723404255319,0.17221276595744678,,,
10,005,7786,0.171,0.1233404255319149,0.21865957446808512,,,
11,000,25956,0.207,0.16768085106382977,0.2463191489361702,,,
11,001,25956,0.207,0.16768085106382977,0.2463191489361702,,,
12,000,689967,0.16,0.15285106382978722,0.1671489361702128,,,
12,001,8747,0.175,0.12019148936170214,0.22980851063829782,,,
12,003,1337,0.193,0.12031914893617023,0.26568085106382977,,,
12,005,6157,0.156,0.10357446808510637,0.20842553191489363,,,
12,007,1273,0.22,0.13540425531914893,0.30459574468085104,,,
12,009,16998,0.15,0.10948936170212765,0.19051063829787235,,,
12,011,63080,0.159,0.13040425531914895,0.18759574468085105,,,
12,013,711,0.267,0.1681063829787234,0.36589361702127665,,,
12,015,3197,0.135,0.08495744680851065,0.18504255319148938,,,
12,017,5092,0.213,0.14508510638297872,0.28091489361702127,,,
12,019,5453,0.105,0.06925531914893618,0.1407446808510638,,,
12,021,10001,0.157,0.1224468085106383,0.1915531914893617,,,
12,023,3428,0.218,0.13936170212765958,0.2966382978723404,,,
12,027,1657,0.262,0.16072340425531914,0.36327659574468085,,,
12,029,1021,0.327,0.21738297872340423,0.4366170212765958,,,
12,031,41811,0.185,0.15163829787234043,0.21836170212765957,,,
12,033,14058,0.21,0.14804255319148937,0.27195744680851064,,,
12,035,3006,0.146,0.09119148936170214,0.20080851063829785,,,
12,037,505,0.27399999999999997,0.1655744680851064,0.38242553191489354,,,
12,039,2867,0.302,0.19714893617021279,0.4068510638297872,,,
12,041,788,0.192,0.1181276595744681,0.26587234042553193,,,
12,043,378,0.233,0.14482978723404255,0.3211702127659575,,,
12,045,555,0.221,0.1352127659574468,0.3067872340425532,,,
12,047,883,0.322,0.19808510638297872,0.4459148936170213,,,
12,049,1491,0.235,0.14682978723404255,0.3231702127659574,,,
12,051,2754,0.258,0.17221276595744683,0.3437872340425532,,,
12,053,6085,0.157,0.1045744680851064,0.2094255319148936,,,
12,055,4801,0.27399999999999997,0.1965531914893617,0.35144680851063825,,,
12,057,47513,0.147,0.11602127659574468,0.1779787234042553,,,
12,059,1093,0.273,0.16814893617021276,0.3778510638297873,,,
12,061,4266,0.172,0.12076595744680851,0.22323404255319146,,,
12,063,2426,0.267,0.1859787234042553,0.3480212765957447,,,
12,065,1125,0.433,0.36627659574468086,0.49972340425531914,,,
12,067,402,0.259,0.16129787234042553,0.3567021276595745,,,
12,069,10227,0.129,0.08610638297872342,0.1718936170212766,,,
12,071,24123,0.17300000000000001,0.13844680851063831,0.20755319148936172,,,
12,073,10078,0.188,0.13438297872340427,0.24161702127659573,,,
12,075,2191,0.248,0.1574468085106383,0.3385531914893617,,,
12,077,343,0.26,0.1646808510638298,0.3553191489361702,,,
12,079,930,0.275,0.16895744680851066,0.3810425531914894,,,
12,081,9768,0.131,0.09406382978723404,0.16793617021276597,,,
12,083,18507,0.24600000000000002,0.20191489361702125,0.2900851063829788,,,
12,085,4338,0.17,0.13187234042553192,0.2081276595744681,,,
12,086,89687,0.171,0.1459787234042553,0.19602127659574473,,,
12,087,1753,0.14300000000000002,0.08938297872340425,0.19661702127659578,,,
12,089,2518,0.131,0.09763829787234043,0.16436170212765958,,,
12,091,6545,0.136,0.09787234042553192,0.1741276595744681,,,
12,093,2106,0.244,0.1582127659574468,0.32978723404255317,,,
12,095,46398,0.152,0.12102127659574469,0.1829787234042553,,,
12,097,14481,0.142,0.09553191489361704,0.18846808510638294,,,
12,099,41011,0.146,0.11502127659574468,0.1769787234042553,,,
12,101,15527,0.12300000000000001,0.0872553191489362,0.15874468085106383,,,
12,103,21886,0.153,0.1148723404255319,0.1911276595744681,,,
12,105,31906,0.18100000000000002,0.1392978723404255,0.22270212765957453,,,
12,107,4383,0.28,0.19302127659574467,0.3669787234042554,,,
12,109,3952,0.057999999999999996,0.0365531914893617,0.07944680851063829,,,
12,111,8795,0.122,0.07076595744680851,0.17323404255319147,,,
12,113,3763,0.086,0.049063829787234045,0.12293617021276594,,,
12,115,8569,0.134,0.09348936170212767,0.17451063829787233,,,
12,117,10299,0.106,0.07621276595744682,0.1357872340425532,,,
12,119,2686,0.252,0.1817021276595745,0.3222978723404255,,,
12,121,2304,0.247,0.15287234042553194,0.34112765957446806,,,
12,123,1129,0.253,0.15648936170212763,0.3495106382978724,,,
12,125,691,0.205,0.13351063829787235,0.2764893617021276,,,
12,127,19366,0.193,0.15368085106382978,0.23231914893617023,,,
12,129,1059,0.142,0.08838297872340425,0.19561702127659572,,,
12,131,2437,0.139,0.09253191489361703,0.185468085106383,,,
12,133,1252,0.247,0.1576382978723404,0.3363617021276596,,,
13,000,469680,0.188,0.17965957446808514,0.19634042553191486,,,
13,001,1483,0.335,0.24206382978723406,0.427936170212766,,,
13,003,701,0.34299999999999997,0.21551063829787237,0.4704893617021276,,,
13,005,855,0.311,0.20495744680851063,0.41704255319148936,,,
13,007,192,0.391,0.24087234042553193,0.5411276595744681,,,
13,009,2297,0.292,0.18714893617021278,0.3968510638297872,,,
13,011,693,0.166,0.10523404255319149,0.22676595744680852,,,
13,013,3526,0.155,0.11329787234042553,0.19670212765957445,,,
13,015,3472,0.134,0.07799999999999999,0.19000000000000003,,,
13,017,1454,0.35200000000000004,0.2352340425531915,0.4687659574468086,,,
13,019,1184,0.27899999999999997,0.18606382978723407,0.37193617021276587,,,
13,021,12012,0.32,0.24612765957446808,0.39387234042553193,,,
13,023,674,0.268,0.1691063829787234,0.36689361702127665,,,
13,025,1069,0.258,0.1674468085106383,0.3485531914893617,,,
13,027,1171,0.355,0.22870212765957448,0.4812978723404255,,,
13,029,1320,0.094,0.0594468085106383,0.1285531914893617,,,
13,031,3770,0.22699999999999998,0.15431914893617021,0.29968085106382975,,,
13,033,1815,0.31,0.1932340425531915,0.4267659574468085,,,
13,035,1102,0.204,0.1253617021276596,0.2826382978723404,,,
13,037,325,0.40299999999999997,0.25168085106382987,0.5543191489361701,,,
13,039,1951,0.14300000000000002,0.09534042553191491,0.19065957446808512,,,
13,043,900,0.314,0.20676595744680848,0.4212340425531915,,,
13,045,5310,0.18,0.11685106382978724,0.24314893617021274,,,
